Serial Number,List Year,Date Recorded,Town,Address,Assessed Value,Sale Amount,Sales Ratio,Property Type,Residential Type,Non Use Code,Assessor Remarks,OPM remarks,Location
10453,2001,08/23/2002,New London,31 JENNIE ST,16380.0,155000.0,0.105677419,Single Family,Single Family,7,non MLS sale; no market time or sales or financing concession data available,DUPLICATE ENTRY - SEE #170256,POINT (-72.11124 41.36813)
10202,2001,07/30/2002,Redding,1 CHURCH HL LN,332180.0,590000.0,0.563016949,Single Family,Single Family,7,non MLS sale; no market time or sales or financing concession data available,DUPLICATE ENTRY - SEE #170256,POINT (-72.11124 41.36813)
190441,2019,04/13/2020,Manchester,34 ASHWORTH STREET,110300.0,180000.0,0.6128,Single Family,Single Family,7,non MLS sale; no market time or sales or financing concession data available,DUPLICATE ENTRY - SEE #170256,POINT (-72.50657 41.77159)
41896,2004,05/25/2005,Stamford,39 GLENBROOK RD 3C,51030.0,230000.0,0.221869565,Single Family,Single Family,7,non MLS sale; no market time or sales or financing concession data available,DUPLICATE ENTRY - SEE #170256,POINT (-72.50657 41.77159)
16064,2016,05/16/2017,Marlborough,8 LAFAYETTE RD,125090.0,193500.0,0.646459948,Single Family,Single Family,7,non MLS sale; no market time or sales or financing concession data available,DUPLICATE ENTRY - SEE #170256,POINT (-72.46893 41.63394)
60190,2006,06/18/2007,Stafford,46 EDGEWOOD ST UT 03,87220.0,152500.0,0.571934426,Condo,Condo,7,non MLS sale; no market time or sales or financing concession data available,DUPLICATE ENTRY - SEE #170256,POINT (-72.46893 41.63394)
50075,2005,01/11/2006,Old Saybrook,5 BLUE HERON WAY,281200.0,414900.0,0.677753676,Condo,Condo,7,non MLS sale; no market time or sales or financing concession data available,DUPLICATE ENTRY - SEE #170256,POINT (-72.46893 41.63394)
160206,2016,02/07/2017,Killingly,12 DEER COURT,181720.0,253000.0,0.71826087,Single Family,Single Family,7,non MLS sale; no market time or sales or financing concession data available,DUPLICATE ENTRY - SEE #170256,POINT (-72.46893 41.63394)
10335,2010,08/26/2011,Ridgefield,110 NURSERY ROAD,1086380.0,1238000.0,0.877528271,Single Family,Single Family,7,non MLS sale; no market time or sales or financing concession data available,DUPLICATE ENTRY - SEE #170256,POINT (-72.46893 41.63394)
220168,2022,01/09/2023,Groton,7 INDIAN FIELD RD,111370.0,130000.0,0.8566,Residential,Single Family,7,non MLS sale; no market time or sales or financing concession data available,DUPLICATE ENTRY - SEE #170256,POINT (-72.028886989 41.349095)
20093,2002,04/17/2003,Haddam,148 OLD CART RD,54260.0,37500.0,1.446933333,Residential,Single Family,3.0,non MLS sale; no market time or sales or financing concession data available,DUPLICATE ENTRY - SEE #170256,POINT (-72.028886989 41.349095)
40225,2004,05/27/2005,Wolcott,64 BAYVIEW CIR,122150.0,299900.0,0.407302434,Residential,Single Family,3.0,non MLS sale; no market time or sales or financing concession data available,DUPLICATE ENTRY - SEE #170256,POINT (-72.028886989 41.349095)
18724,2018,06/24/2019,Hartford,31 WOODLAND ST #006B,27055.0,92000.0,0.294,Condo,Condo,3.0,non MLS sale; no market time or sales or financing concession data available,DUPLICATE ENTRY - SEE #170256,POINT (-72.028886989 41.349095)
210159,2021,03/08/2022,Wolcott,8 PIMLICO RD,161350.0,475000.0,0.3396,Residential,Single Family,07 - Change in Property,NEW CONSTRUCTION,DUPLICATE ENTRY - SEE #170256,POINT (-72.988662009 41.567766993)
60016,2006,11/30/2006,North Stonington,465 N W CORNER RD,79030.0,95000.0,0.831894737,Residential,Single Family,07 - Change in Property,NEW CONSTRUCTION,DUPLICATE ENTRY - SEE #170256,POINT (-72.988662009 41.567766993)
10863,2001,05/02/2002,Hartford,443-445 EDGEWOOD ST,59290.0,125000.0,0.47432,Residential,Single Family,07 - Change in Property,NEW CONSTRUCTION,DUPLICATE ENTRY - SEE #170256,POINT (-72.988662009 41.567766993)
190118,2019,11/01/2019,Milford,110 MILFORD POINT RD,373760.0,555000.0,0.6734,Single Family,Single Family,07 - Change in Property,NEW CONSTRUCTION,DUPLICATE ENTRY - SEE #170256,POINT (-72.988662009 41.567766993)
2020154,2020,03/15/2021,Tolland,99 NEFF HILL RD,60100.0,1800000.0,0.033388889,Vacant Land,Single Family,25 - Other,MULTI PARCEL IN DEVELOPMENT,DUPLICATE ENTRY - SEE #170256,POINT (-72.988662009 41.567766993)
13393,2013,06/27/2014,Glastonbury,216 COUNTRY CLUB RD,211700.0,250000.0,0.8468,Single Family,Single Family,25 - Other,"""MASSIVE REDUCTION IN SALES PRICE"" PER MLS",DUPLICATE ENTRY - SEE #170256,POINT (-72.988662009 41.567766993)
20119,2002,12/18/2002,New London,19 HAWTHORNE DR 110,78960.0,147550.0,0.53514063,Single Family,Single Family,25 - Other,"""MASSIVE REDUCTION IN SALES PRICE"" PER MLS",DUPLICATE ENTRY - SEE #170256,POINT (-72.988662009 41.567766993)
43232,2004,08/19/2005,Bridgeport,938-940 HANCOCK AVE,128030.0,325000.0,0.393938462,Single Family,Single Family,25 - Other,"""MASSIVE REDUCTION IN SALES PRICE"" PER MLS",DUPLICATE ENTRY - SEE #170256,POINT (-72.988662009 41.567766993)
30272,2003,08/15/2004,Derby,MAPLEWOOD CONDO 7H,72870.0,185000.0,0.393891892,Single Family,Single Family,25 - Other,"""MASSIVE REDUCTION IN SALES PRICE"" PER MLS",DUPLICATE ENTRY - SEE #170256,POINT (-72.988662009 41.567766993)
140217,2014,08/19/2015,Cromwell,13 SCOTT LANE,201150.0,345000.0,0.583043478,Single Family,Single Family,25 - Other,"""MASSIVE REDUCTION IN SALES PRICE"" PER MLS",DUPLICATE ENTRY - SEE #170256,POINT (-72.988662009 41.567766993)
202215,2020,07/30/2021,North Haven,8 SONNE DR,196760.0,285000.0,0.6903,Residential,Single Family,25 - Other,"""MASSIVE REDUCTION IN SALES PRICE"" PER MLS",DUPLICATE ENTRY - SEE #170256,POINT (-72.88528 41.37821)
2200282,2022,11/22/2022,Stamford,114 IRON GATE ROAD,506690.0,845000.0,0.5996,Residential,Single Family,25 - Other,"""MASSIVE REDUCTION IN SALES PRICE"" PER MLS",DUPLICATE ENTRY - SEE #170256,POINT (-73.577583997 41.112879012)
12198,2012,02/07/2013,Windsor Locks,83 DEBORAH ROAD,130400.0,200000.0,0.652,Single Family,Single Family,25 - Other,"""MASSIVE REDUCTION IN SALES PRICE"" PER MLS",DUPLICATE ENTRY - SEE #170256,POINT (-73.577583997 41.112879012)
20619,2002,04/21/2003,Stratford,70 LINDAS RUN,185420.0,349000.0,0.531289398,Single Family,Single Family,25 - Other,"""MASSIVE REDUCTION IN SALES PRICE"" PER MLS",DUPLICATE ENTRY - SEE #170256,POINT (-73.577583997 41.112879012)
18051,2018,01/04/2019,Durham,580 GUILFORD RD,126850.0,105000.0,1.208,Single Family,Single Family,25 - Other,Unknown,DUPLICATE ENTRY - SEE #170256,POINT (-73.577583997 41.112879012)
90143,2009,10/21/2009,Orange,668 ESTELLE CT,310800.0,460000.0,0.675652174,Single Family,Single Family,25 - Other,Unknown,DUPLICATE ENTRY - SEE #170256,POINT (-73.0214 41.29043)
120029,2012,10/18/2012,Middletown,234 WILLIAM ST,132980.0,140000.0,0.949857143,Two Family,Two Family,25 - Other,Unknown,DUPLICATE ENTRY - SEE #170256,POINT (-73.0214 41.29043)
22065,2022,12/20/2022,Monroe,106 HARVESTER ROAD,257400.0,480000.0,0.5362,Residential,Single Family,25 - Other,Unknown,DUPLICATE ENTRY - SEE #170256,POINT (-73.232945033 41.325576008)
140920,2014,08/12/2015,Greenwich,98 VALLEY RD UNIT 2,325220.0,450000.0,0.722711111,Condo,Condo,25 - Other,Unknown,DUPLICATE ENTRY - SEE #170256,POINT (-73.232945033 41.325576008)
20249,2002,12/10/2002,Stratford,149 ORANGE ST,62650.0,114000.0,0.549561404,Condo,Condo,25 - Other,Unknown,DUPLICATE ENTRY - SEE #170256,POINT (-73.232945033 41.325576008)
20218,2002,07/01/2003,Coventry,21 MAPLEWOOD TRL,83510.0,142900.0,0.584394682,Condo,Condo,25 - Other,Unknown,DUPLICATE ENTRY - SEE #170256,POINT (-72.33746 41.78362)
12196,2001,07/11/2002,Bridgeport,696 LINDLEY ST,40606.0,124000.0,0.327467742,Condo,Condo,25 - Other,Unknown,DUPLICATE ENTRY - SEE #170256,POINT (-72.33746 41.78362)
200391,2020,12/08/2020,Milford,11 TURNOR AVE,225800.0,350000.0,0.6451,Residential,Single Family,25 - Other,Unknown,DUPLICATE ENTRY - SEE #170256,POINT (-73.09801 41.18746)
140218,2014,03/03/2015,Middletown,23 INVERNESS LA,84670.0,54000.0,1.567962963,Single Family,Single Family,25 - Other,SHORT SALE PER MLS,DUPLICATE ENTRY - SEE #170256,POINT (-72.7061 41.58835)
160011,2016,10/04/2016,Stratford,75 GEM ST,166320.0,138299.0,1.202611733,Single Family,Single Family,14 - Foreclosure,BANK SALE OF FORCLOSED PROPERTY,DUPLICATE ENTRY - SEE #170256,POINT (-72.7061 41.58835)
20220,2002,01/22/2003,Windsor,41 AMANDA CIR,108430.0,187000.0,0.579839572,Single Family,Single Family,14 - Foreclosure,BANK SALE OF FORCLOSED PROPERTY,DUPLICATE ENTRY - SEE #170256,POINT (-72.6512 41.83031)
21397,2002,09/04/2003,Hartford,69-71 PRATT ST,288050.0,595000.0,0.484117647,Single Family,Single Family,1,BANK SALE OF FORCLOSED PROPERTY,DUPLICATE ENTRY - SEE #170256,POINT (-72.67447 41.76765)
10279,2001,01/22/2002,Torrington,23 ST ANDREWS CLS,53300.0,120000.0,0.444166667,Single Family,Single Family,1,BANK SALE OF FORCLOSED PROPERTY,DUPLICATE ENTRY - SEE #170256,POINT (-72.67447 41.76765)
120059,2012,11/16/2012,Enfield,63 NORTH ST,148360.0,180000.0,0.824222222,Single Family,Single Family,1,BANK SALE OF FORCLOSED PROPERTY,DUPLICATE ENTRY - SEE #170256,POINT (-72.67447 41.76765)
160485,2016,08/28/2017,Westport,14 WARNOCK DRIVE,504600.0,692000.0,0.729190751,Single Family,Single Family,1,BANK SALE OF FORCLOSED PROPERTY,DUPLICATE ENTRY - SEE #170256,POINT (-72.67447 41.76765)
20192,2002,09/08/2003,New Hartford,65 INDIAN MDW,38500.0,93000.0,0.413978495,Single Family,Single Family,1,BANK SALE OF FORCLOSED PROPERTY,DUPLICATE ENTRY - SEE #170256,POINT (-72.67447 41.76765)
50385,2005,07/05/2006,Killingly,12 SCHOOL ST,71710.0,195000.0,0.36774359,Single Family,Single Family,1,BANK SALE OF FORCLOSED PROPERTY,DUPLICATE ENTRY - SEE #170256,POINT (-72.67447 41.76765)
200011,2020,10/16/2020,Old Lyme,19 WHIPPOORWILL RD,208800.0,352500.0,0.5923,Residential,Single Family,1,BANK SALE OF FORCLOSED PROPERTY,DUPLICATE ENTRY - SEE #170256,POINT (-72.67447 41.76765)
100137,2010,03/24/2011,Cheshire,23 MOUNTAINCREST DR,623540.0,899000.0,0.693592881,Single Family,Single Family,1,BANK SALE OF FORCLOSED PROPERTY,DUPLICATE ENTRY - SEE #170256,POINT (-72.67447 41.76765)
40921,2004,08/12/2005,Wallingford,279 S CHERRY ST,82400.0,165000.0,0.499393939,Single Family,Single Family,1,BANK SALE OF FORCLOSED PROPERTY,DUPLICATE ENTRY - SEE #170256,POINT (-72.83123 41.44837)
130399,2013,09/26/2014,South Windsor,22 CANDLEWOOD DR,61900.0,82000.0,0.754878049,Condo,Condo,1,BANK SALE OF FORCLOSED PROPERTY,DUPLICATE ENTRY - SEE #170256,POINT (-72.83123 41.44837)
41233,2004,07/11/2005,New Britain,25 LIBERTY ST,93380.0,130000.0,0.718307692,Condo,Condo,4,BANK SALE OF FORCLOSED PROPERTY,DUPLICATE ENTRY - SEE #170256,POINT (-72.83123 41.44837)
190083,2019,09/29/2020,Bolton,53 MOUNT SUMNER DR,187600.0,265000.0,0.7079,Single Family,Single Family,4,BANK SALE OF FORCLOSED PROPERTY,DUPLICATE ENTRY - SEE #170256,POINT (-72.83123 41.44837)
100293,2010,03/09/2011,West Hartford,43 PARK PLACE CIRCLE,90200.0,360776.0,0.250016631,Condo,Condo,07 - Change in Property,BANK SALE OF FORCLOSED PROPERTY,DUPLICATE ENTRY - SEE #170256,POINT (-72.83123 41.44837)
100194,2010,12/07/2010,Stamford,1 BROAD STREET #PH25A,970500.0,1080380.0,0.898295044,Condo,Condo,07 - Change in Property,BANK SALE OF FORCLOSED PROPERTY,DUPLICATE ENTRY - SEE #170256,POINT (-72.83123 41.44837)
20221,2020,03/08/2021,Bethel,39 WHITTLESEY DRIVE,102410.0,220000.0,0.4655,Residential,Condo,07 - Change in Property,BANK SALE OF FORCLOSED PROPERTY,DUPLICATE ENTRY - SEE #170256,POINT (-73.39772 41.38373)
200348,2020,04/27/2021,Farmington,8 ESSEX CT,372800.0,535000.0,0.6968,Residential,Single Family,07 - Change in Property,BANK SALE OF FORCLOSED PROPERTY,DUPLICATE ENTRY - SEE #170256,POINT (-73.39772 41.38373)
10067,2001,10/31/2001,Windsor,116 ROOD AVE,85330.0,150000.0,0.568866667,Residential,Single Family,07 - Change in Property,BANK SALE OF FORCLOSED PROPERTY,DUPLICATE ENTRY - SEE #170256,POINT (-73.39772 41.38373)
31008,2003,06/14/2004,New Britain,202 BUELL ST,58170.0,149000.0,0.390402685,Residential,Single Family,07 - Change in Property,BANK SALE OF FORCLOSED PROPERTY,DUPLICATE ENTRY - SEE #170256,POINT (-72.78276 41.65353)
170970,2017,06/22/2018,Naugatuck,211 WEDGEWOOD DRIVE,157590.0,214000.0,0.736401869,Single Family,Single Family,14 - Foreclosure,FANNIE MAE SALE,DUPLICATE ENTRY - SEE #170256,POINT (-73.07869 41.50727)
20014,2002,10/28/2002,North Branford,1789 FOXON RD UT 4A,56910.0,110000.0,0.517363636,Single Family,Single Family,14 - Foreclosure,FANNIE MAE SALE,DUPLICATE ENTRY - SEE #170256,POINT (-73.07869 41.50727)
140036,2014,04/28/2015,Preston,62 PRODELL RD,202800.0,299900.0,0.676225408,Single Family,Single Family,14 - Foreclosure,62 PRODELL RD,DUPLICATE ENTRY - SEE #170256,POINT (-73.07869 41.50727)
180599,2018,07/25/2019,Enfield,25 PEASE ST,94780.0,147000.0,0.6447,Single Family,Single Family,14 - Foreclosure,62 PRODELL RD,DUPLICATE ENTRY - SEE #170256,POINT (-73.07869 41.50727)
170690,2017,08/21/2018,Torrington,678 MIGEON AVE,80180.0,50000.0,1.6036,Two Family,Two Family,14 - Foreclosure,OUT OF FORECLOSURE,DUPLICATE ENTRY - SEE #170256,POINT (-73.07869 41.50727)
160216,2016,02/21/2017,Glastonbury,25 ACCORNERO LN,457900.0,699900.0,0.654236319,Single Family,Single Family,14 - Foreclosure,OUT OF FORECLOSURE,DUPLICATE ENTRY - SEE #170256,POINT (-73.07869 41.50727)
80411,2008,01/22/2009,Waterbury,74 CITIZENS AVE,104660.0,129000.0,0.811317829,Single Family,Single Family,25 - Other,ESTATE SALE,DUPLICATE ENTRY - SEE #170256,POINT (-73.07869 41.50727)
40583,2004,08/16/2005,Ridgefield,310 WEST LN,397040.0,747000.0,0.531512718,Single Family,Single Family,25 - Other,ESTATE SALE,DUPLICATE ENTRY - SEE #170256,POINT (-73.07869 41.50727)
90493,2009,08/31/2010,Glastonbury,57 ADDISON POND RD,141900.0,193000.0,0.735233161,Condo,Condo,25 - Other,ESTATE SALE,DUPLICATE ENTRY - SEE #170256,POINT (-73.07869 41.50727)
20487,2020,03/03/2021,Hartford,109 OAKLAND TER,55895.0,230000.0,0.243,Residential,Three Family,25 - Other,ESTATE SALE,DUPLICATE ENTRY - SEE #170256,POINT (-73.07869 41.50727)
190088,2019,11/04/2019,Hamden,185 MILL POND RD,145320.0,155000.0,0.9375,Single Family,Single Family,25 - Other,ESTATE SALE,DUPLICATE ENTRY - SEE #170256,POINT (-73.07869 41.50727)
190154,2019,04/28/2020,Ledyard,7 JESSICA LN,158200.0,245000.0,0.6457,Single Family,Single Family,25 - Other,ESTATE SALE,DUPLICATE ENTRY - SEE #170256,POINT (-73.07869 41.50727)
100745,2010,08/01/2011,Norwalk,4 OLD LANTERN PL,290080.0,405000.0,0.716246914,Single Family,Single Family,25 - Other,ESTATE SALE,DUPLICATE ENTRY - SEE #170256,POINT (-73.07869 41.50727)
150093,2015,04/01/2016,Woodbury,76 MIDDLE RD TPKE,184180.0,300000.0,0.613933333,Single Family,Single Family,07 - Change in Property,HOUSE FLIPPED,DUPLICATE ENTRY - SEE #170256,POINT (-73.07869 41.50727)
60039,2006,11/20/2006,New Canaan,126 MAIN STREET,3047100.0,15150000.0,0.201128713,Single Family,Single Family,07 - Change in Property,PROPERTY SUBSTANTIALLY IMPROVED/CHANGED.,DUPLICATE ENTRY - SEE #170256,POINT (-73.07869 41.50727)
40936,2004,07/27/2005,Manchester,332 BRIARWOOD DR,45200.0,80000.0,0.565,Single Family,Single Family,07 - Change in Property,PROPERTY SUBSTANTIALLY IMPROVED/CHANGED.,DUPLICATE ENTRY - SEE #170256,POINT (-73.07869 41.50727)
20283,2020,04/21/2021,Bethel,504 COPPER SQUARE DRIVE,212730.0,365000.0,0.5828,Residential,Condo,07 - Change in Property,PROPERTY SUBSTANTIALLY IMPROVED/CHANGED.,DUPLICATE ENTRY - SEE #170256,POINT (-73.07869 41.50727)
120020,2012,11/26/2012,Westbrook,1244 OLD CLINTON RD,349800.0,394110.0,0.88756946,Residential,Condo,14 - Foreclosure,FORECLOSURE BY SALE OF COMMITTEE DEED,DUPLICATE ENTRY - SEE #170256,POINT (-72.45385 41.28889)
60418,2006,04/13/2007,Norwich,92 OAKRIDGE ST,97000.0,222000.0,0.436936937,Single Family,Single Family,14 - Foreclosure,FORECLOSURE BY SALE OF COMMITTEE DEED,DUPLICATE ENTRY - SEE #170256,POINT (-72.45385 41.28889)
10320,2010,06/21/2011,Manchester,99 BALDWIN ROAD,163200.0,232000.0,0.703448276,Single Family,Single Family,14 - Foreclosure,FORECLOSURE BY SALE OF COMMITTEE DEED,DUPLICATE ENTRY - SEE #170256,POINT (-72.45385 41.28889)
40033,2004,10/05/2004,New Haven,353 POPLAR ST,60970.0,162000.0,0.376358025,Single Family,Single Family,14 - Foreclosure,FORECLOSURE BY SALE OF COMMITTEE DEED,DUPLICATE ENTRY - SEE #170256,POINT (-72.45385 41.28889)
210104,2021,03/09/2022,Weston,30 CATBRIER ROAD,501280.0,1255000.0,0.3994,Residential,Single Family,14 - Foreclosure,FORECLOSURE BY SALE OF COMMITTEE DEED,DUPLICATE ENTRY - SEE #170256,POINT (-73.360877015 41.24642599)
140013,2014,11/06/2014,Essex,90 MAIN ST. UNIT 109,53800.0,120000.0,0.448333333,Residential,Single Family,14 - Foreclosure,Spencer's Corner Condominium,DUPLICATE ENTRY - SEE #170256,POINT (-73.360877015 41.24642599)
210440,2021,06/29/2022,Newington,49 FLEETWOOD RD,172470.0,330000.0,0.522636364,Residential,Single Family,14 - Foreclosure,Spencer's Corner Condominium,DUPLICATE ENTRY - SEE #170256,POINT (-72.734344002 41.672632984)
167689,2016,08/17/2017,Bridgeport,1590 BARNUM AVE,519850.0,1123745.0,0.46260495,Residential,Single Family,14 - Foreclosure,Spencer's Corner Condominium,DUPLICATE ENTRY - SEE #170256,POINT (-72.734344002 41.672632984)
10977,2001,08/06/2002,West Haven,78 YORK ST 10,44380.0,72900.0,0.60877915,Residential,Single Family,14.0,Spencer's Corner Condominium,DUPLICATE ENTRY - SEE #170256,POINT (-72.734344002 41.672632984)
80119,2008,05/11/2009,North Haven,11 PAPA LANE,205800.0,302500.0,0.680330579,Single Family,Single Family,14.0,Spencer's Corner Condominium,DUPLICATE ENTRY - SEE #170256,POINT (-72.734344002 41.672632984)
30195,2003,04/28/2004,Ansonia,24 CASTLE LN,144400.0,230000.0,0.627826087,Single Family,Single Family,14.0,Spencer's Corner Condominium,DUPLICATE ENTRY - SEE #170256,POINT (-72.734344002 41.672632984)
20792,2002,05/16/2003,Milford,513 POPES IS RD,105910.0,279900.0,0.378385138,Single Family,Single Family,14.0,Spencer's Corner Condominium,DUPLICATE ENTRY - SEE #170256,POINT (-72.734344002 41.672632984)
211369,2021,08/10/2022,Danbury,92 HOSPITAL AV,174500.0,290000.0,0.6017,Residential,Single Family,14.0,J11210,DUPLICATE ENTRY - SEE #170256,POINT (-73.438712039 41.409285991)
50039,2005,10/27/2005,Waterford,50 RIDGEWOOD DR,142470.0,312000.0,0.456634615,Residential,Single Family,25,J11210,DUPLICATE ENTRY - SEE #170256,POINT (-73.438712039 41.409285991)
130327,2013,06/13/2014,Enfield,5 1/2 BRIDGE LA,168830.0,212000.0,0.796367925,Single Family,Single Family,25 - Other,ESTATE SALE,DUPLICATE ENTRY - SEE #170256,POINT (-73.438712039 41.409285991)
110418,2011,05/08/2012,New Haven,15 ROBIN LANE,162820.0,230000.0,0.707913043,Single Family,Single Family,25 - Other,ESTATE SALE,DUPLICATE ENTRY - SEE #170256,POINT (-72.97787 41.32583)
52024,2005,05/18/2006,Waterbury,1155 THOMASTON AVE,142950.0,275000.0,0.519818182,Single Family,Single Family,25 - Other,ESTATE SALE,DUPLICATE ENTRY - SEE #170256,POINT (-72.97787 41.32583)
210054,2021,05/25/2022,Middlefield,157 BAILEYVILLE RD,330700.0,400000.0,0.8267,Residential,Two Family,25 - Other,CHANGE TO PROPERTY AFTER ASMT DATE,DUPLICATE ENTRY - SEE #170256,POINT (-72.727362967 41.512711007)
160024,2016,01/30/2017,Kent,41 JENNINGS RD,576100.0,1037500.0,0.555277108,Single Family,Single Family,25 - Other,"11/40/13 = 506,000 & 11/40/14 = 70,100",DUPLICATE ENTRY - SEE #170256,POINT (-72.727362967 41.512711007)
20034,2002,04/30/2003,Bolton,2 POND VW RD,172370.0,329900.0,0.522491664,Single Family,Single Family,25 - Other,"11/40/13 = 506,000 & 11/40/14 = 70,100",DUPLICATE ENTRY - SEE #170256,POINT (-72.45431 41.74276)
50054,2005,12/23/2005,Thompson,385 SAND DAM RD,138700.0,150000.0,0.924666667,Single Family,Single Family,25,"11/40/13 = 506,000 & 11/40/14 = 70,100",DUPLICATE ENTRY - SEE #170256,POINT (-72.45431 41.74276)
30780,2003,06/21/2004,Manchester,7 BYRON RD,70200.0,158000.0,0.444303797,Single Family,Single Family,25,"11/40/13 = 506,000 & 11/40/14 = 70,100",DUPLICATE ENTRY - SEE #170256,POINT (-72.45431 41.74276)
900006,2009,10/30/2009,Harwinton,5 CATLIN RD,144810.0,220000.0,0.658227273,Single Family,Single Family,25,"11/40/13 = 506,000 & 11/40/14 = 70,100",DUPLICATE ENTRY - SEE #170256,POINT (-72.45431 41.74276)
1500159,2015,01/29/2016,East Haven,8 BOXFORD ST,124260.0,100000.0,1.2426,Single Family,Single Family,14 - Foreclosure,"11/40/13 = 506,000 & 11/40/14 = 70,100",DUPLICATE ENTRY - SEE #170256,POINT (-72.45431 41.74276)
170022,2017,12/04/2017,North Branford,29 SKYLARK DR,222800.0,294000.0,0.7578,Single Family,Single Family,14 - Foreclosure,"11/40/13 = 506,000 & 11/40/14 = 70,100",DUPLICATE ENTRY - SEE #170256,POINT (-72.45431 41.74276)
50335,2005,08/28/2006,Colchester,6 G WESTCHESTER HLS,47600.0,160000.0,0.2975,Single Family,Single Family,14 - Foreclosure,"11/40/13 = 506,000 & 11/40/14 = 70,100",DUPLICATE ENTRY - SEE #170256,POINT (-72.45431 41.74276)
190487,2019,10/28/2019,Salem,585 NEW LONDON RD,133300.0,138060.0,0.9655,Single Family,Single Family,14 - Foreclosure,"11/40/13 = 506,000 & 11/40/14 = 70,100",DUPLICATE ENTRY - SEE #170256,POINT (-72.2319 41.44571)
190177,2019,02/18/2020,Vernon,19 PARK ST,44805.0,159860.0,0.2803,Two Family,Two Family,09 - Tax,"11/40/13 = 506,000 & 11/40/14 = 70,100",DUPLICATE ENTRY - SEE #170256,POINT (-72.2319 41.44571)
140294,2014,12/02/2014,Stamford,70 DEER MEADOW LANE,925170.0,962500.0,0.961215584,Single Family,Single Family,09 - Tax,"11/40/13 = 506,000 & 11/40/14 = 70,100",DUPLICATE ENTRY - SEE #170256,POINT (-72.2319 41.44571)
150295,2015,02/19/2016,Bristol,318 EMMETT ST,146370.0,215000.0,0.680790698,Three Family,Three Family,09 - Tax,"11/40/13 = 506,000 & 11/40/14 = 70,100",DUPLICATE ENTRY - SEE #170256,POINT (-72.2319 41.44571)
